,sub,ses,motion,path
0,sub-372,ses-preop,0.10030485477428466,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-372/ses-preop/t1_linear/sub-372_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-372,ses-postop,1.2571774704148992,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-372/ses-postop/t1_linear/sub-372_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-316,ses-preop,0.24678220803164158,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-316/ses-preop/t1_linear/sub-316_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-316,ses-postop,0.7186754055494591,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-316/ses-postop/t1_linear/sub-316_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-330,ses-postop,0.30100862277636503,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-330/ses-postop/t1_linear/sub-330_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-330,ses-preop,0.3065744579868346,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-330/ses-preop/t1_linear/sub-330_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-403,ses-postop,0.35778317454400194,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-403/ses-postop/t1_linear/sub-403_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-403,ses-preop,0.246624501859268,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-403/ses-preop/t1_linear/sub-403_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-302,ses-preop,0.6459962466606414,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-302/ses-preop/t1_linear/sub-302_ses-preop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-302,ses-postop,0.3873945548845345,/home/cbricout/scratch/ProcessedOpenNeuro/ds002799/subjects/sub-302/ses-postop/t1_linear/sub-302_ses-postop_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
