,sub,ses,motion,path
0,sub-NDARHJ830RXD,ses-HCP,0.07218697352686927,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARHJ830RXD/ses-HCP/t1_linear/sub-NDARHJ830RXD_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-NDARDE681UEX,ses-HCP,0.06580496734511254,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARDE681UEX/ses-HCP/t1_linear/sub-NDARDE681UEX_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-NDARWK983JFE,ses-HCP,0.3419831020985186,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARWK983JFE/ses-HCP/t1_linear/sub-NDARWK983JFE_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-NDARBT607PZL,ses-HCP,0.08172483522854528,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARBT607PZL/ses-HCP/t1_linear/sub-NDARBT607PZL_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-NDARMJ334ZK3,ses-HCP,0.3248357434927057,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARMJ334ZK3/ses-HCP/t1_linear/sub-NDARMJ334ZK3_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-NDARBL242L4H,ses-HCP,0.08018725734750971,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARBL242L4H/ses-HCP/t1_linear/sub-NDARBL242L4H_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-NDARHC357HLP,ses-HCP,0.12157487765659498,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARHC357HLP/ses-HCP/t1_linear/sub-NDARHC357HLP_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-NDARMJ849UKD,ses-HCP,0.08580889581073231,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARMJ849UKD/ses-HCP/t1_linear/sub-NDARMJ849UKD_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-NDARLP624GFH,ses-HCP,0.07060590389440939,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARLP624GFH/ses-HCP/t1_linear/sub-NDARLP624GFH_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-NDARLN778RYN,ses-HCP,0.9638541878418267,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARLN778RYN/ses-HCP/t1_linear/sub-NDARLN778RYN_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
10,sub-NDARRL685WB7,ses-HCP,0.14321183145479136,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARRL685WB7/ses-HCP/t1_linear/sub-NDARRL685WB7_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
11,sub-NDARTX795AKR,ses-HCP,0.10625035593958068,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARTX795AKR/ses-HCP/t1_linear/sub-NDARTX795AKR_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
12,sub-NDARRD326KB9,ses-HCP,0.09518121156514904,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARRD326KB9/ses-HCP/t1_linear/sub-NDARRD326KB9_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
13,sub-NDARNV694EMG,ses-HCP,0.09536092490955271,/home/cbricout/scratch/HBN_RUBIC_preproc/subjects/sub-NDARNV694EMG/ses-HCP/t1_linear/sub-NDARNV694EMG_ses-HCP_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
