,sub,ses,motion,path
0,sub-108,ses-T1,0.41036382558963214,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-108/ses-T1/t1_linear/sub-108_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
1,sub-072,ses-T1,0.10342000872634485,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-072/ses-T1/t1_linear/sub-072_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
2,sub-005,ses-T1,2.8575238181190343,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-005/ses-T1/t1_linear/sub-005_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
3,sub-005,ses-T2,2.411819501992068,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-005/ses-T2/t1_linear/sub-005_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
4,sub-102,ses-T1,0.21037982714167502,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-102/ses-T1/t1_linear/sub-102_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
5,sub-096,ses-T2,0.11156533887110102,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-096/ses-T2/t1_linear/sub-096_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
6,sub-096,ses-T1,2.096893922989,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-096/ses-T1/t1_linear/sub-096_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
7,sub-078,ses-T2,1.4564923054724346,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-078/ses-T2/t1_linear/sub-078_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
8,sub-078,ses-T1,0.21835798348310081,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-078/ses-T1/t1_linear/sub-078_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
9,sub-037,ses-T1,3.1000132580125035,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-037/ses-T1/t1_linear/sub-037_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
10,sub-040,ses-T2,1.5123739733643178,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-040/ses-T2/t1_linear/sub-040_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
11,sub-040,ses-T1,3.2049770432895097,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-040/ses-T1/t1_linear/sub-040_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
12,sub-130,ses-T1,0.2726980040959674,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-130/ses-T1/t1_linear/sub-130_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
13,sub-111,ses-T1,0.38867560092812575,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-111/ses-T1/t1_linear/sub-111_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
14,sub-085,ses-T1,0.9568097920880952,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-085/ses-T1/t1_linear/sub-085_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
15,sub-061,ses-T2,0.16712991419939258,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-061/ses-T2/t1_linear/sub-061_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
16,sub-061,ses-T1,0.25141093270248016,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-061/ses-T1/t1_linear/sub-061_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
17,sub-016,ses-T2,0.200159531052082,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-016/ses-T2/t1_linear/sub-016_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
18,sub-016,ses-T1,1.149446354382553,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-016/ses-T1/t1_linear/sub-016_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
19,sub-059,ses-T1,1.354525689993736,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-059/ses-T1/t1_linear/sub-059_ses-T1_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
20,sub-059,ses-T2,2.9099961797530853,/home/cbricout/scratch/OpenNeuro_preproc/ds001486/subjects/sub-059/ses-T2/t1_linear/sub-059_ses-T2_space-MNI152NLin2009cSym_res-1x1x1_T1w.nii.gz
